Title,Description,Label
"Very Nice Add to your Smart Home","Finally ordered and installed the Ring Doorbell.  Installed it as a hard wire over our existing doorbell hard wired placement.  Very easy to install although had some slight adjustments to make on the back plating to ensure that it was straight to snap in the cover.  After I was able to adjust everything locking the cover in place with the screws was easy.  Suggest installing the app before physically installing the unit as there are a couple of videos on the app that will give you some guidance on how to do the physical installation.  I assigned the app to provide notifications to multiple people in the house and everything works great.  Motion detection was a little tricky as I needed to adjust for detection distance.  Only small issues we've had were some slight delays in notifications when ringing the doorbell on occasion which was probably due to internet or server congestion.  The infrared detection is very reliable as we also have a security camera on the Ring Doorbell also and I feel that the motion detection is a little better on Ring than my camera!  After about 2 weeks we are very pleased about the Ring Doorbell performance.  Highly recommend as an addition to your smart home.","positive"
"Genius gadget for your family's safety!!!","BEST PRODUCT EVERY INVENTED!  This is a VIDEO doorbell that set off by MOTION  and people RINGING your doorbell with intergraded cameras and 2 way audio that is sent immediately to your smartphone (Android or Apple).  So even if you are shopping or at work you can talk to the people over your smart phone and they have no idea if you are in the house or away!I have to tell you about this product because it has been a tremendous help in identifying the person who has been steeling our packages and has been a blessing for proof that our UPS guy has left my stolen packages on the front patio of our condo so he doesn't get blammed. Since I order everything possible from Amazon Smiles I get packages every day. I was searching for a doorbell that would ring on all 3 floors of my condo through wifi when I found this product!  I have Nest Drop Cams in my house to watch my dogs and record if anyone breaks in hurts my animals or steels anything.  The RING DOORBELL is my #1 defense against people wandering onto my patio and taking my plants and packages and doing any harm if they were to break in.  Thanks to the RING DOORBELL I have been able to show the police the videos and catch the people who are the perpetrators!This is how simple it works...I do not have a wired doorbell (which you can wire it to) or you can use the battery that comes with it.  I have my RING set to MOTION as well as when someone rings the bell.  I had to drill into concrete for the base.  It was easy because RING gives you the correct size drill bit along with everything needed for installation.  All you need is a drill.  It literally took me all of 15 minutes to instal the amazing gadget!  The best part is that anyone that would want to steel it they really have no choice to be caught on video and it does have a special screw that you would need to remove it from the base.  I do believe that RING offers you a free replacement if it is stolen!I easily set the RING doorbell to notify my husband and I when there is motion or someone rings the doorbell.  There are no problems with adding more than one user in case one of us is busy.  (You can also add-on other cameras around your house.) We get a distinct chime ring on our iPhones instantly and tap the RING App and we can see and have a two-way conversation with whoever is at the door!  Sometimes I answer the door from my third floor office without having to run down to the front door.  With packages that need signatures this is a huge help since the US postal service never gives me enough time to get down stairs to sign for packages; they are always in a hurry and leave before I can get to the door!It is amazing when someone is on your property wait until you get their face on camera and then say Can I help you?  We have had people taping flyers on our door solicitors and as soon as I say Can I help you they either try to sell something and I can say No thank you or they RUN!  if you pay the $30/ year which is a lot less than the Drop Cams $9/month you can go back and review all the videos.  That is how the police were able to catch the guys steeling packages  not just from our patio but our neighbors.There are videos on YouTube on how to instal the RING Doorbell trouble shooting and more for easy to follow help and you get 30 days free recording so you can decide to pay for the service if you want to keep recordings!.I am going to give these out to my each of my family members for the holidays.  The gift of safety and confidence is priceless!","positive"
"Genius gadget for your family's safety!!!","BEST PRODUCT EVERY INVENTED!  This is a VIDEO doorbell that set off by MOTION  and people RINGING your doorbell with intergraded cameras and 2 way audio that is sent immediately to your smartphone (Android or Apple).  So even if you are shopping or at work you can talk to the people over your smart phone and they have no idea if you are in the house or away!I have to tell you about this product because it has been a tremendous help in identifying the person who has been steeling our packages and has been a blessing for proof that our UPS guy has left my stolen packages on the front patio of our condo so he doesn't get blammed. Since I order everything possible from Amazon Smiles I get packages every day. I was searching for a doorbell that would ring on all 3 floors of my condo through wifi when I found this product!  I have Nest Drop Cams in my house to watch my dogs and record if anyone breaks in hurts my animals or steels anything.  The RING DOORBELL is my #1 defense against people wandering onto my patio and taking my plants and packages and doing any harm if they were to break in.  Thanks to the RING DOORBELL I have been able to show the police the videos and catch the people who are the perpetrators!This is how simple it works...I do not have a wired doorbell (which you can wire it to) or you can use the battery that comes with it.  I have my RING set to MOTION as well as when someone rings the bell.  I had to drill into concrete for the base.  It was easy because RING gives you the correct size drill bit along with everything needed for installation.  All you need is a drill.  It literally took me all of 15 minutes to instal the amazing gadget!  The best part is that anyone that would want to steel it they really have no choice to be caught on video and it does have a special screw that you would need to remove it from the base.  I do believe that RING offers you a free replacement if it is stolen!I easily set the RING doorbell to notify my husband and I when there is motion or someone rings the doorbell.  There are no problems with adding more than one user in case one of us is busy.  (You can also add-on other cameras around your house.) We get a distinct chime ring on our iPhones instantly and tap the RING App and we can see and have a two-way conversation with whoever is at the door!  Sometimes I answer the door from my third floor office without having to run down to the front door.  With packages that need signatures this is a huge help since the US postal service never gives me enough time to get down stairs to sign for packages; they are always in a hurry and leave before I can get to the door!It is amazing when someone is on your property wait until you get their face on camera and then say Can I help you?  We have had people taping flyers on our door solicitors and as soon as I say Can I help you they either try to sell something and I can say No thank you or they RUN!  if you pay the $30/ year which is a lot less than the Drop Cams $9/month you can go back and review all the videos.  That is how the police were able to catch the guys steeling packages  not just from our patio but our neighbors.There are videos on YouTube on how to instal the RING Doorbell trouble shooting and more for easy to follow help and you get 30 days free recording so you can decide to pay for the service if you want to keep recordings!.I am going to give these out to my each of my family members for the holidays.  The gift of safety and confidence is priceless!","positive"
"Works perfect.","Fast shipping. This is a very cool product. We have 0 delay when the button is pushed on the Ring doorbell like some people are saying. From what little I know is I think people with a long delay when the ring button is pushed is because they have 'slow cell phone service'. Video quality is great and the sound is clear. We are old and slow so my wife had to call Customer Support four times on the day I installed it. All four times they answered their phone by the 5th ring. Very friendly and helpful people which is rare now days. Both of our cell phones get 'rung' when the doorbell is pushed. Even while the wife was at work the motion sensor notified someone was at the door it was me. We had a 10 minute conversation using the Ring doorbell she could see me but of course I couldn't see her. The sound was very clear. I think it was worth the $200 we paid :)","positive"
"Caught stealing","Literally just installed and caught someone stealing our packages the same day. Sent video to our local police and they currently have them in custody. Found out they were also stealing our mail and trying to use our credit cards.The only thing I have issue with is that it is not able to tilt or move so camera is not able to show packages on the floor.Another issue is that if you want to change internet connection you have do take the whole thing down and do set up all over again.Overall it's one of the best purchases we've ever made.","positive"
"Clear wide-angel view answer your door from anywhere easy to install.","Ring Doorbell: (Ring-Chime review is located after the Doorbell review)2nd order item arrived in great condition and much better performance so upgrading from 3-star to 4.5-star.Pros:- can install anywhere (can be powered by internal battery = no wiring required)- wiring not required optional- rechargeable internal battery- 4 colors to choose from- sleek modern design- water resistance- wide angle lens (almost bird-eye view)- 720 resolution and very clear during the day a bit blue~ish at night- easy access from smartphones via Ring Video app- motion detection features (via zone and alert settings)- fast notification (1 second instead of 5 seconds when i tested the defective one)- cloud recording available for a fee ($3/month or $30/year)- speaker is loud and clear not choppy anymore- better packaging (paper box instead of plastic box wihtout much protection)- includes manual & tools required for installation (leveler screws screw-drivers drillbit diode...etc)Cons:- no owner initiate connection to camera feature- sign-up required- no local SD card nor support FTP recording- does not support linking with local WiFi security system yet (BlueIris/z-wave)Note:1) Samsung phone user: may need a little tweak with your WIFI settings to get it to work (youtube tutorial available online)2) Easy wiring tips:  a) remove red-wire at door-chime transformer before proceeding  b) red-wire should connect to J2 (current input) (right side terminal of bracket)  c) white-wire should connect to J4 (chime connection) (left side terminal of bracket)  d) diode is needed if you have a electronic door-chime my iQAmerica wired-wireless door-chime is compatible with it too despite not listed on their webpage.Ring-Chime:- It connects easily via the app if the item is in normal condition (the 1st one I received wouldn't connect until 3 days later left charging on the outlet)- the reset hole is easy to reach right side of the Chime just push a paper-clip and it'll reset itself- it's small enough to plug in most standard outlet (about a small tomato size smaller than medium tomato)- won't block other power outlet- nice glowing Ring logo in front of Chime- can set chime-volume through app- reasonable priceCons:- basic ring-chime sound no other selections yet-","positive"
"Battery is not as advertised.... ** updated**","**** UPDATE:I originally stated in my review below that I would not purchase the ring pro and spend more money on one of their products. In the interest of honesty I have to say I realized that ring is the best product of its kind and went and purchased the ring pro. Shortly after this purchase a representative at ring saw my review and contacted me. She was great! Within minutes I had a credit in the form of a PayPal payment for the full retail price of my ring pro and was told I could keep my original ring!I now join the throngs of customers that rave about ring customer support! I am a totally satisfied customer and the ring pro is amazing but that is a review I'll post on the ring pro side. Thank you Ring!Let me start by saying I love the doorbell and for the most part it functions as it should albeit not ringing a few times and getting phone calls from food delivery places telling me they're standing at the front door.The battery.... Ohhhh the battery. Lasts a couple months one time then a month another time. Always charging. Called ring and they were not receptive of upgrading me to a pro doorbell. I told them I was now going to run wires to hardwire (which I didn't want to do originally) and told them had I known I was going to run wires I would have bought the pro version. Again they were not willing to return and upgrade.There is a reason they came out with ring doorbell 2 with a detachable battery. Even then I'm sure you'll be constantly charging. At least include 2 batteries to swap out instead of it being out of commission while charging.Anyway that's my story. Maybe I'll try a different brand because I am not giving them more of my money to upgrade to a pro at full retail price.","positive"
"Always be home smart features highly customizable highly recommended","I absolutely love this doorbell. Our single chime we have in our home is on the main floor and we would be home and not hear the doorbell when we were in the basement or upstairs.Camera*For us it works great. The camera is good quality you can see a car driving all the way down our street and see what is going on across the street at the neighbors house. Our front door and porch is fairly wide open after we got ours my father wanted one so I helped him install his at his house. When we turned on the video the image looked terrible he has a long deep hall kind of a front door so the image is all distorted by the light at the end of the tunnel. I have heard several people complain about that so think about what your front door is like before buying or be willing to place the doorbell in a creative location.Talking through the camera*I have successfully had conversations with my front door guest with me hundreds of miles away. It is wonderful I can clearly see who is at my door and be able to say hey im at the store I'll be there in five I think the door is unlocked go ahead and go in or whatever. It is a great feature.Recording*The recording is amazing and it is only $30/ year for the service. I do quite a bit of transactions of craigslist where I have people come to my home well now I have a video of them just incase they steal harm or threaten me in anyway. It is very easy to email a video clip to a friend or the police you never know what you might need.App*The app is easy to use but I have noticed just a few times that the app fails from time to time right when somebody rings so I don't get a notification or realize but I have extra chimes now which are easy to use so I still know somebody is there. The live view feature is wonderful when your traveling you can check on the house easily. You can just check to see if you have a package or whatever very convenient.Motion detection*We get several notifications of cars driving by because engines put off quite a bit of heat and this product isn't just simple motion its a moving heat signature very cool but it picks up cars often. You can adjust the motion distance but cars are so hot that 1 of 4 cars that drives by is picked up on the camera. If somebody doesn't want to be filmed they try to just knock on your front door but surprise they are being filmed anyways not just filmed but audio is recorded too! Same with somebody dropping off a flyer.Installation*Don't be intimated by this at all! You download the app and there are several videos of step by step what exactly to do anybody could install this trust me trust yourself you can do it! I was reading alot and watching all the videos when I was installing so the first time took me about 40 minutes. The second time I installed one it took me about 10 minutes.","positive"
"Search No More This IS the Doorbell You Are Looking For...","Best doorbell EVER!! When I got it I waited a couple of days to put it in. I wasn't sure if the broken doorbell out front actually worked or not so I got this model because it can run off low voltage or battery.  Took off the old doorbell button and installed this thing in less than 10 minutes. I actually had to install it on the molding around the door frame and it still looks great.  All you do is connect the 2 wires to the 2 screws on the mounting plate and attach it to the wall.  Once installed simply setup your account and user settings and let the fun begin.  It's like Christmas every day. I get to see who comes up to my door when no one is home. You can set it up to alert you when someone comes within the CUSTOMIZABLE motion zones. I can even talk to my family when they come and go from the house. I'm thinking about getting some of the Ring cameras for the back and side of the house as well.","positive"
"Excellent device and FUN to use","Ring Wi-Fi Enabled Video DoorbellI've had my Ring for almost 2 weeks now and it works GREAT!Problems I had on start up:1. My iPhone was not set up right. I had to turn on Microphone and Camera in the Ring App after downloading and activating it.2. A week WiFi signal at the Ring Doorbell location was detected by using the Speed test at bandwidthplace.com (recommended by Ring Support). I ran the test next to the modem then at the Ring Doorbell location. It was at or above 2.0 download at the modem and below 1.0 Mbps at the Ring Doorbell. Ring Support recommends at LEAST above 1.0 at the Ring DB.3. The low WiFi signal prevented the video from appearing on the iPhone every time: The modem is in a metal Communication cabinet in the laundry room. I did a temporary fix by taking the metal door off the Comm Cabinet. I've ordered a WiFi extender for a permanent fix. Ring support suggested one of these:a. TP Link - TL-WA850RE WiFi Range Extenderb. Netgear - EX2700 WiFi Range Extenderc. If the extender doesn't work then I'll relocate the Modem.4. My wired doorbell button is in a wall perpendicular to the front door. I temporarily placed the Ring DB there and pressed the Button. The video generated showed my profile and did not get a full on face shot. So I relocated it to the Door Frame just above the door knob facing down the driveway. Now the video records a full face shot of the guest.5. Like Munchiniwa observed on April 17 2015 it appears that motion detect is a bit delayed and you do get the back of someone who does not hang around.a. With that said a Termite inspection guy set off the motion detector and I answered it while several miles away from the house. I engaged him for his business and told him I was indisposed and to come another time after his office called to set up a time. He thought I was home during the entire conversation. The video is a Hoot!! Here's a link to watch it: https://ring.com/share/34365502. REMEMBER I was several miles away from the house when I was talking to the guy. How cool is that!6. Also Munchiniwas noted he could not access his videos on a computer. That is correct for live feeds and interaction with a Guest at the door. However you can log in at Ring.com and select Activity to view and download any video taken by the Ring DB. You can also email the video via an email icon in the Ring.com site under Activity.I've shared my experience with a few friends and they have committed to purchasing a Ring Video Doorbell.I hope this helped with your understanding of the Ring DB and gave you some better insight on it.Thanks for taking the time to read this [...]","positive"
"Works almost  TOO good!","Not only does the ring accomplished what it was designed to do keep an eye on visitors but I find it's another great tool for parent with young adults.  It's helps me make sure curfews are met and they aren't bring in friends while we're at work. :-)The only downside is my cat now uses it to let us know when he wants let in the house... at 4AM!!!!Update one month later.  Still getting great use out of my video doorbell but recently started having trouble with the recording.  In the past week it has randomly stopped recording movement TWICE and then started up again a day or so later. Working with support to troubleshoot and they suggested resetting the device next time it happens.  I will update the review if it happens again.I am waiting to purchase the flood light camera next...once I'm sure the doorbell will continue working.","positive"
"Wow I'm impressed!","After someone recently rifled through my car parked in the carport we decided to get the Ring Video Doorbell. After reading reviews and doing some research I purchased two doorbells on Amazon. I received them two days later and was able to install them and get them working within a couple of hours. I'm 68 years old so if I can do it ANYBODY can do it! We are very pleased with the quality of the video and audio. We were out of town for a few days and was able to see our mailman and some neighbors who rang the doorbells while we were gone. We decided to subscribe to the cloud storage service since it's reasonably priced and gives us the opportunity to download the videos at a later date.","positive"
"Received it today installed it tested it and all ready LOVE it!","Got the package in faster than Amazon (Prime) said awesome. To the Ring now I opened up the package and it is well designed. Everything you need to set it up and install it is there. You know every product you buy comes with some ways to set it up. Even a new smartphone anything needs your attention. Not with the Ring! This is sooooo easy to set up my 5 yr old could do it. Open the box get everything out lay it out on your table and start charging your device while you go through the box and the content. Go to your app store and download the Ring app easy... Open the app and it will literally tell you what to do. I never (and I repeat never) experienced such an easy installation progress. I added my wifes email addres my ipad my sons ipad my phone... Literally like 1-2-3! Than when all was set and done do the test by pushing the button and it works just like that! I also bought a chime for the livingroom. Simple set up plug it in go to Ad Device click click click and done. Do the test! Bang it works love it. We left the doorbell in the livingroom and our 5yr old was the assistant to listen to us and ring the doorbell. We tried all of our phones and ipads they all get a notification and we can all watch and talk with the Ring device at the same time. The 5yr old thought this was the coolest thing ever invented since his iPad.Ok installing it at the frontdoor... Took the box with me took my existing doorbell off disconnected two wires. Took the Ring backplate matked four holes drilled the holes with drill that came in the box 1-2-3 easy screws in the plate slide the Ring on it. Two screws underneath.. Done! Back in the housem kids rang the bell all devices got allerts... I set the motion sensors a couple times (fine tuning) and I guess we are all good!Gosh this thing is amazing! I can 't wait to communicate with friends UPS people track who swings by... Or even send strangers away. Even as I write it my motion sensor sends a message to my iPad. I click on it and immediately see the front side of our home.. I notice the wind blows my palm tree swings a little because of the wind but most importantly nobody there.. And that 's what I like! Sets my mind at easy... You never know who shows up at your house. I am sure this Ring will give us a lot more peace of mind for sure when we are not home. I know I need to finetune the sensors again set them less sensitive but that is cool in the app. Did I mention the app was easy peasy? Go buy it I thought about it for a couple days but trust me just buy it. We are not affiliated with Ring or the company behind it just a GREAT product!","positive"
"They are easy to use and generally dependable and stay on-line","I'm a camera answer gadget person.  I have Nest (formerly Dropcam) FLIR FX and Netcam.  All are different and Nest is the only one I buy a yearly subscription to for 2 cameras.  It is also the most stable.  I’ve watched RING ever since it was on Shark Tank but just bought one a couple of weeks ago.  One way I review the quality of my gadgets is if my wife uitilizes the app.  She uses the Nest and now she uses the RING both regularly.  They are easy to use and generally dependable and stay on-line.  I have been impressed with how quickly RING picks up on motion and gives the alert without false alerts.  All technology has hiccups but this is one that seems to have its act together and I would recommend it and will probably buy a subscription when my free trial is up.","positive"
"My dad loves it!","I purchased this for my father who spends a lot of time in his home office and often doesn't hear people at the door.  It was his father's day gift.  He wasn't exactly sure what it was until I installed it for him and showed him.  He loves it!  He usually has his cell phone near by and the fact this uses his cell is convenient for him.I opened the box and made sure it had all of the tools and parts needed to install.  The unit arrived with the battery at 45% charge.  I downloaded the app for his phone and used it to connect the doorbell to his home network.  It took me about 4 minutes to get it paired.  The Ring app walked me through it which made it nice and easy.Once the unit was connected to his home wifi network I found a place to install it.  The front of his house is rock which worried me at first.  But there were instructions for mounting on rock.  In the app you choose how were and on what surface you are going to install the unit and it brings up the right videos to walk you through the process.  I chose to mount it near the old doorbell to use the wires for a hard wired system.  I attached the level and put the back plate where it was going to go.  I marked the holes with a pencil then drilled the holes using the included drill bit.  Including the drill bit was a nice touch.  Many products tell me what size bit to use but I have never seen one included.  After I drilled the 4 holes I inserted the plastic pieces.  I removed the level and put the back plate against the wall and inserted the screws.After the back plate was installed I simply put the doorbell on the back plate and slide it down on the hooks.  I tightened the two screws on the bottom to lock it in place.  That was it.We mounted it about 4 feet off the ground which worried me at first that it wouldn't catch people's faces.  After testing it I realized that was a good height.  My face is perfectly visible on the phone screen.  We did not experience any delay when talking to people at the front door from the basement.  It was loud and clear on both ends.I definitely recommend this item to anybody who doesn't always hear people at the door and could use their phone with this product.  My dad is also pretty happy about the security it provides when he is away.  He plans to talk to people as if he was home but couldn't immediately answer the door.","positive"
"Who's There?","With almost 13000 reviews we’re not sure what we can add to describe how great the Ring Video Doorbell is!  However this is such a great product; we felt the need to share our opinion and experiences so hopefully this review will help others.We installed the standard Ring Wi-Fi Enabled Video Doorbell at our front door.  Installation was simplicity at its finest…simply replaced the existing wired door bell using the mounting items supplied.  The only thing we had to supply was a drill.  Using the “wired option” enables one of the most useful features….Live View.  Live View lets us look at activity on the front porch at anytime from anywhere.  The doorbell has lived up to all of our expectations.There is a treasure trove of information (including videos) on the Ring web site that can answer just about any question you might have about the product the installation and operation.  The only downside that others have mentioned is the $30/year fee for the Cloud Recording function that stores up to 6 months of video on the Ring servers.  In our opinion this is a small price to pay for the additional convince and security of off-site storage of a video that could become very important if you have an incident that the doorbell captures.With all of the documentation available on the Ring web site and the details provided here on Amazon we decided to present an extremely abbreviated list of Pros and Cons.PROS•  Simple installation.  Package included everything (except labor and a drill) needed for a first class installation.•  Quick setup.  Had the unit up and operating in less than 10 minutes from the time we downloaded the app until we were looking at the first picture over WiFi.•  Doorbell can also be operated on battery.  Great for those who do not have a location with power for the doorbell.  All you lose on battery is the Live View function and who knows maybe a new version of the app will enable this function :-)CONS•  Fee required for Cloud Recording.  Not a show stopper for us but something to consider for those on a budget.  While the fee isn’t excessive recurring costs can mount over time.This is a quality product that appears to be very durable.  Recommend you consider this product if you want the additional safety security and convenience of remotely answering your door.  This product was not provided as a sample for this review.  None of these comments are influenced in any way by the seller.","positive"
"Windows 10 app makes it a winner","There's enough reviews on the unit itself so I won't go on about that - it's not perfect but it is one of the best of it's class right now.  What really puts the Ring video doorbell over the top is that they  have a Windows 10 app (most competing products do not have one yet).  Being able to get alerts on any device I'm using at the time (and not JUST my phone) is a true game changer.  This way if I'm working at my desktop or laptop I can view and respond directly to any alerts w/out switching to my phone.  Also being able to view the video on a big screen instead of just a tiny little phone screen is great.  On top of that I can now leave live view of the video up on my PC as much as I want and not worry about draining my phone battery.  It's a Universal Windows Platform (UWP) app so it works great on any size device from a full desktop to a laptop to a tablet or even phone and potentially any other device that comes along in the future.  Hopefully they'll let it run on the Xbox One soon too!","positive"
"Took a little extra effort to get going but love this doorbell now!","After reading some of the less-than-positive reviews here I was hesitant to get this but a trusted neighbor had one for a while and said it works well for them. And now I can say I love our Ring doorbell too; but it took a while to get it setup and working with our devices. Although the review here says I ordered the white color I actually ordered the bronze which matches our house colors perfectly. The camera is very clear (much sharper image than the Honeywell wireless cameras we got with our security system) and having the ability to talk to someone from anywhere is priceless to us (we recently had our landscaper show up unexpectedly and being able to answer his ring and talk to him gave us peace of mind that he wasn't going to anything that we hadn't agreed to). The doorbell itself was relatively easy to install and connect to our Wi-Fi network although at first it didn't work with our Android (Samsung) phones (we didn't get the notifications when someone came to the door).  It also would not trigger our existing doorbell which is an old-style mechanical type (strikes a bell when triggered instead of playing a chime or tone) even though I wired it as shown in the installation instructions.  My husband wanted to send it back but I convinced him that first we needed to give the support folks at Ring a try.  I'm really glad we did as Ring customer service was very helpful in assisting with trouble-shooting the problems we encountered. It turned out there was a known issue with some Samsung devices not receiving notifications but during the time they worked with us it was resolved for the Samsung 6S.  The second issue with the wired Ring not making our mechanical doorbell sound turned out to be a problem with the Ring device we received so they shipped us a new unit (and covered the shipping costs for us to return the old one).  The new unit install went quickly and now both our upstairs and downstairs mechanical doorbells both sound.  During this process we learned that the Live View option was available with our device (since it's hardwired to our old doorbell) which allows you to use the camera at any time to check your door area and the customer service rep requested it be turned on for us.  Within a day we were using Live View.  My husband loves this feature and keeps showing it to everyone he knows. The only remaining issue we have is now is receiving push notifications on my Samsung Galaxy Note 4 which is another known Android problem that is being worked on.  The reason I'm giving 5 stars despite this remaining problem is the speed at which the other issues we encountered were resolved as it gives me confidence that this one will soon be resolved as well.  In the meantime it's working perfectly with the other Samsung S6 phone and our iPad.This past weekend I purchased and installed a Ring doorbell for my best friend for her birthday who receives a lot of packages for her job and can't always make it to the door in time.  Unfortunately she didn't have an existing wired doorbell to replace so it's currently being powered by the internal battery.  Given this she can't get the Live View feature (apparently this would deplete the battery).  We've been monitoring the battery but so far (it's only been installed a few days) the power level is still at 100%.  She is going to have her electrician install a low-voltage transformer and resistor to connect the Ring doorbell to and then she can get Live View added.  Both she and her husband have Samsung phones and iPad's and the notifications are working well on all of their devices. Please note I am not affiliated in any way with the Ring company nor am I being compensated in any way for this review.  Being a gadget geek I just want to share my experiences with others who may be interested in this device.","positive"
"Must have","Wonderful device.","positive"
"excellent product","excellent product works awesome","positive"
"Alexa hits another home run","I purchased this in a bundle and was happy when it finally all came in.  Yes it did not come all together.  It paired without problems and updated itself in about 10 minutes.  The sound is rich and room filling with very little distortion.  Alexia responds and adjusts in a few seconds.  The sound is even better than the first which was good considering its limitations. This is the wilder  louder and better sister.  LOL I use it every day and have to say it is Awesome. If you have trouble pairing delete the set and then recreate the set.  it works A+  If this was helpful please indicate I purchased this and use it daily.","positive"
"Alexa is my new fun!!!","I love Alexa the sound is clear when playing music and the bass sounds great","positive"
"Well worth money GREAT SOUND","I baught the dot a week before this one was released and was very satisfied with the dot except for sound quality for playing music. I am a Bose fan but didn’t want to  spend the extra money on the bows that is compatible with Alexa so decided to get this and I absolutely love it the sound quality is amazing not quite as good as a Bose but definitely well worth the money saved by buying this and not the Bose for nowP.S  other upside is I can pair this with my diet and play the music throughout the house and Talk to somebody that could be in the other room","positive"
"Greatly improved sound quality","Much improved sound. Great that it can pair. Good without sub great with.","positive"
"very productive device","I've only had a few days but I love it so far. I'm listening to music got plugged into smart devices and Alexa keeps up with my scheduling.","positive"
"Quality","Liked everything","positive"
"Great Sound","Easy setup and linking with other Amazon devices. Sounds deeper than second generation Echo slightly larger footprint but totally worth it.","positive"
"Surprisingly better sound than my first Echo.","I thought it would be hard to improve the sound from my first Echo in such a compact unit but they accomplished that in this Echo plus. I have used the built in hub yet because I mainly use it for music when I'm cooking. But I'm sure I'll eventually venture into the Alexa controlled gadgets before long. I'm completely satisfied so far and I don't expect that to change. If you're even thinking about buying one go ahead and do it you won't regret it. Thank you guys and God bless.","positive"
"works  great","works  great","positive"
"Ask Alexa. What does the fox say?","My children asked Alexa”What does the Fox say?” at least 35 times a day. I laugh every single time. Love this newest Echo. Great sound quality and mic pick up.","positive"
"Great product","Great product. Sounds great and easy hook up","positive"
"great item","getting lots of use out of alexa","positive"
"Music is at a Whole New Level!!  Sounds Awesome!!","Music sounds so Awesome with this setup.  The 2 Echo Plus’s and the Sub Woofer bring music to a whole new level!!","positive"
"Clearly better than the Echo 2nd Gen version","This review is for the stereo paired Echo Plus's with the Echo Sub. I first bought the system with just the Echo 2nd Generatons. It sounded quite good as I said in my review of that system. Even the two Echos by themselves sounded surprisingly good. Two Echos in stereo sound much better than one.But I couldn't help feeling that the system with the Echo Plus's would sound better. So I bought the Echo Plus version and prepared to send back the Echo version. And the Echo Plus do indeed sound quite significantly better than the system with just the Echos. It's a much fuller sound and the treble definitely gets a boost as it should from the larger tweeter. The native base of the Echo Plus's add a true character to the overall sound. In my opinion the $80 more this system costs over the Echo version is definitely worth it. Superior sound that is much more significant than I thought it would be. This sounds as good as anything I've heard and it's in stereo at $330. That to me says deal!They look better too. They're a bit broader and it looks good. Curiously they weigh an ounce less than the Echos. They also don't have the Amazon logo painted on like the Echos. The Sandstone color which I have come with a white cord. The Echos had a black cord. They may all come with a white cord. White is better. They were actually delivered in the same box the next day. Thanks Amazon Prime! This system is just remarkable. Highly recommended.","positive"
"Amazing new features","I think the product is amazing. It was easy to set up. I was able to set up light fixtures and home music system. I have morning routines programmed as well as my daily calendar.Love this product!!!","positive"
"Dynamite comes in small packages.","This thing is awesome! Excellent bass and overall sound quality and the built-in smart light hub is pretty sweet. It exceeded my expectations.","positive"
"Great sound and better than Siri","I like the great sound quality and it’s a great improvement from our previous speaker setup where we had to use an aux cable. I think it looks great and is aesthetically pleasing. I don’t like the fact I cannot use YT music through it yet because I’m sure they want to sell Amazon Premium Music subscriptions. But being a prime customer there is still a wide range of music access with no ads. I just enabled whisper mode yesterday and seems like that’s a great addition to keep the kids asleep.","positive"
"Great that we can pair them together.","After some troubleshooting it turns out that one of my Echo Plus devices had a connection issue and was cutting out. I was contacted immediately about the issue and a replacement will arrive two days from now. Looking forward to enjoying the setup when the replacement arrives. I can tell already that this is a big upgrade from the previous version.","positive"
"Great information tool","Home","positive"
"I love that it is nice and compact and includes the hub.","I've had problems trying to use all my smart devices with prior Echo devices but this one was a breeze to setup and get all my devices connected to it.  I may just buy another one so I can have stereo sound.","positive"
"Love love love it","Love it but have a few issues with sound","positive"
"We're having a lot of fun","Us kids gave Dad this echo plus to help him out. We ask it many questions. Play a little music on it. Have a lot of problem getting the old music. Usually when you ask Alexa for a song it brings up some modern garbage. We're working on the way we ask Alexa. We got the Phillips Hue in a few rooms and Dad just gets a kick out of the lights coming on just by talking. It helps us because I'm pushing him in a wheelchair. Mostly we're just having a lot of fun. I look forward to purchasing other items for Alexa. We got the echo dot 3rd gen. as well. Just one little complaint is that the microphone doesn't seem to be the best. Sometimes we have to outright yell at Alexa.","positive"
"Looks great in the living room","Very easy to install!","positive"
"works well","built in bridge","positive"
"Thanks","Nice!  Haven’t gotten it set up yet but can’t wait","positive"
"Great and better if you have more echos.","Worked well. Definitely worth getting the stereo pair. Can pair the stereo pair with multi room speakers for ultimate winning. Basically have an echo in every room now.","positive"
"Good unit","Has alexa built in","positive"
"Great unit!","Great sound and it's a lot of fun!","positive"
"Received this as a gift!  We are enjoying the many different features of this product!","This is so much fun to use!  We received it as a gift and never realized how much you can actually do with it!  The music is great!","positive"
"Really cool","I have had the echo dots in every room of the house. My son wanted to get this for the kitchen. The sound is awesome! I’m very happy with it. Actually (no idea why) I didn’t even have to set it up. I turned it on and opened my Alexa app and it automatically added itself. The damnedest thing. Anyhoo really cool. Linked up with all my other items except the Fire TV. That thing won’t link with anything. 😡","positive"
".","So far I like it. Hadn’t had much time to mess with it.","positive"
"You should have purchased it yesterday","Other than getting the wrong color...this steroids setup is incredible...much closer to audiophile sound than the Googke Max Apple Home or the Sonos Speakers","positive"
"Echo plus","Great packaging! And great product","positive"
"Echo Plus is awesome","Echo Plus with built in hub is a terrific value.Setup and startup was a breeze.","positive"
"Great Sound","Easy set up and am surprised how well Alexa understands.","positive"
